# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-a" "/home/mila6004/Genomeanalysis/results/5_annotation/braker3/braker.gtf" "-s" "2" "-o" "featurecounts2.txt" "/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Control_1Aligned.sortedByCoord.out.bam" "/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Heat_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Control_1Aligned.sortedByCoord.out.bam	/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Heat_1Aligned.sortedByCoord.out.bam
g76	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	495651;496335;496764;497105;497733;498171	495942;496595;496906;497344;497980;498666	-;-;-;-;-;-	1680	187	342
g77	contig_12_pilon;contig_12_pilon	498785;498987	498812;499558	-;-	600	32	31
g78	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	508298;508607;509473;509804;510737;511754;512196;512626;512950	508444;509366;509718;509868;511540;512026;512354;512748;513063	+;+;+;+;+;+;+;+;+	2691	479	585
g79	contig_12_pilon;contig_12_pilon	514281;514553	514443;514728	-;-	339	3	13
g80	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	521587;521878;522093;522369;522759;523190;523446;524698;525295;525567	521827;522008;522318;522514;523017;523257;523563;524901;525343;525759	+;+;+;+;+;+;+;+;+;+	1635	322	52
g81	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	543410;544261;556663;557168;557449	543434;544594;557040;557405;557586	+;+;+;+;+	1113	17	15
g82	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	557596;559747;560368;560879;561186;561621;561835;562330;562751;563119;563376;564612;565061;565548;566497;566802	559365;560007;560496;561001;561356;561746;561969;562457;562865;563319;563438;564737;565329;566291;566583;566808	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4455	237	360
g83	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	569125;569350;569642;569745;570603;571195;572494;573068;573476;573965;574188;574578;574932;575436;575925;576567;578489;578963	569131;569494;569663;570384;570871;571320;572814;573182;573603;574099;574313;574731;575053;575564;576185;578420;578789;579012	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4905	86	150
g84	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	591602;591695;592256;593315;593653;593979;595606;595801;597057;597245;597474;597652;598016;598874;599050;599311;599535;599712;599914;600229	591644;592110;593216;593539;593798;595488;595696;596949;597141;597336;597542;597750;598741;598910;599107;599417;599600;599807;599992;600461	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6288	5	7
g85	contig_12_pilon;contig_12_pilon	608688;609002	608787;609249	-;-	348	0	2
g86	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	609684;610074;610405;610778;611286;612290	609860;610242;610635;611038;612146;612918	+;+;+;+;+;+	2328	39	19
g87	contig_12_pilon	612992	613210	-	219	11	2
g88	contig_12_pilon;contig_12_pilon	623933;624166	624040;624405	-;-	348	0	0
g89	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	635945;636341;637114;637565;637865;638365;638581;638877;639395;639765;640316;640620	636277;636800;637452;637647;638005;638470;638647;639016;639584;640266;640369;640709	+;+;+;+;+;+;+;+;+;+;+;+	2505	735	580
g90	contig_12_pilon;contig_12_pilon	641333;642106	641839;642387	+;+	789	1	1
g91	contig_12_pilon;contig_12_pilon	643066;643284	643133;643593	-;-	378	0	1
g92	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	643654;643933;644330;644657;645017;645897;646381;646888;647281;647678;648160;649947;649954;651388;651388	643712;644054;644536;644970;645679;645959;646541;646998;647482;647798;648457;650833;650833;651692;651692	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3513	483	960
g93	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	652259;652440;653782;654045	652307;652546;653921;654108	+;+;+;+	360	0	0
g94	contig_12_pilon	658287	658886	-	600	2	2
g95	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	658906;659356;659673;660124;660515;660947	659150;659608;659912;660267;660649;661315	+;+;+;+;+;+	1386	17	2
g96	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	661439;661439;662343;662343;667463;667463;670352;670352;670573;670573;670823;670823;671461;671461;671660;671929;671929;672385;672385;672643;672643;674849;674849;675214;675214;675783;675783;676008;676008;676175;676175;676526;676526;676768;676768;677078;677078;677350;677350;677693;677693;677931;677931;678189;678189;678750;678750;679007;679007;679808;679808;679913;679913;680269;680269;680510;680510;680850;680850;681182;681182;681448;681448;681625;681625;682270;682270;682543;682543;682876;682876;683228;683228;683724;683724;684135;684135;684617;684617;685125;685125;685464;685464;685854;685854;686155;686155;686714;686714;687143;687143;687566;687566;687987;687987;688511;688511;688949;688949;689527;689527;689883;689883;690142;690142;690472;690472;690990;690990;691355;691355;691723;691723;692011;692011;692259;692259;692543;692543;693055;693055;693259;693259;693498;693498	661627;661627;662549;662549;667824;667824;670394;670394;670659;670659;671085;671085;671535;671535;671722;672058;672058;672479;672479;673655;673655;674982;674982;675305;675305;675858;675858;676086;676086;676321;676321;676631;676631;676914;676914;677142;677142;677553;677553;677728;677728;678057;678057;678408;678408;678903;678903;679301;679301;679826;679826;680153;680153;680377;680377;680623;680623;680967;680967;681346;681346;681540;681540;682070;682070;682343;682343;682640;682640;683043;683043;683487;683487;684018;684018;684177;684177;684821;684821;685201;685201;685650;685650;686064;686064;686370;686370;686790;686790;687248;687248;687801;687801;688065;688065;688637;688637;689049;689049;689748;689748;690008;690008;690237;690237;690716;690716;691085;691085;691439;691439;691807;691807;692084;692084;692379;692379;692586;692586;693168;693168;693450;693450;693971;693971	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10248	2813	1267
g97	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	693970;693985;694708;694708;695368;695368;696462;696627	694218;694218;695039;695039;695527;695523;696577;696673	+;+;+;+;+;+;+;+	904	710	756
g98	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	696675;697275;698070;698353;699139;699508;699841	697063;697880;698266;698877;699268;699611;700019	-;-;-;-;-;-;-	2130	253	303
g99	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	701932;701932;702502;702502;704048;704048;704550;704550;704802;704802;704854;704854;705266;705266	702360;702360;703973;703973;704179;704239;704663;704663;704811;704811;705214;705214;705414;705414	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2727	321	449
g100	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	707172;707550;707712;708815;709328;709461;710290;710524;710737;716521	707481;707665;707882;708855;709389;710129;710383;710696;710842;716701	-;-;-;-;-;-;-;-;-;-	1923	703	815
g101	contig_12_pilon;contig_12_pilon	710528;710722	710681;710879	+;+	312	40	87
g102	contig_12_pilon	739727	740008	+	282	0	0
g103	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	741974;742558;742984;745412;748106;749872	742222;742892;743365;746638;748588;750036	+;+;+;+;+;+	2841	0	0
g104	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	750061;750061;751507;751507;752854;752854;753420;753420;754699;754699;755065;755065;755304;755304;755604;755612;755683;755879;755879;756404;756404;756893;756893;757261;757261;757711;757711;758055;758055;758423;758423;758747;758747;758963;758963;759683;759683	750866;750866;752515;752515;753139;753139;753553;753553;754973;754973;755203;755203;755410;755410;755719;755639;755719;756006;756006;756475;756475;757054;757054;757355;757355;757798;757798;758299;758299;758552;758552;758882;758882;758969;758969;759818;759818	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4071	1357	969
g105	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	769689;770084;770372;770510	769754;770195;770448;770764	+;+;+;+	510	0	0
g106	contig_12_pilon;contig_12_pilon;contig_12_pilon	773719;774125;774348	773913;774256;774503	-;-;-	483	145	213
g107	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	788929;789321;789901;790810;791159;791442;791937	789265;789428;790680;790843;791254;791594;792072	+;+;+;+;+;+;+	1644	413	777
g108	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	795117;795429;796274;796724;797249;797902;798308;798683;798873;799231	795359;796058;796540;796836;797326;798027;798440;798753;799134;799383	-;-;-;-;-;-;-;-;-;-	2076	5	1
g109	contig_12_pilon	799869	800327	+	459	0	0
g110	contig_12_pilon	800337	800657	-	321	0	0
g111	contig_12_pilon;contig_12_pilon	823433;823972	823736;824120	+;+	453	0	0
g112	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	825645;826011;829913;831113;831442;831957;832334	825924;826165;831070;831242;831783;832175;832863	-;-;-;-;-;-;-	2814	0	0
g113	contig_12_pilon;contig_12_pilon;contig_12_pilon	836235;836551;837449	836473;837360;837941	-;-;-	1542	0	0
g114	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	839582;840059;841621;841790;842471;842793;843401;843932	839779;840166;841695;842367;842666;842990;843642;844238	+;+;+;+;+;+;+;+	1902	0	0
g115	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	844282;844597;845107;849049	844512;844853;845294;849653	+;+;+;+	1281	0	0
g116	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	849808;850411;855811;859999	849962;851137;856254;860292	+;+;+;+	1620	0	0
g117	contig_12_pilon	860486	861685	+	1200	0	0
g118	contig_12_pilon	863114	863821	+	708	0	0
g119	contig_12_pilon;contig_12_pilon	864550;865938	865635;866552	-;-	1701	0	0
g120	contig_12_pilon	866899	867255	-	357	0	0
g121	contig_12_pilon	867840	868244	-	405	0	0
g122	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	880351;880911;881254;882013	880746;881194;881725;882198	-;-;-;-	1338	0	0
g123	contig_12_pilon	882385	882699	-	315	0	0
g124	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	883198;883198;883333;883333;883907;883907;886245;886245;886734;886734;887201;887201;887407;887407;887749;887749;888102;888102;888553;888553;888899;888899;889740;889740;890604;890604;890785;890785;891231;891231;892157;892157;892437;892437;893088;893088;894886;894891;895071;895444;895444;895875;895875;896252;896252;896972;896972;897867;897867	883235;883235;883824;883824;885553;885553;886440;886440;886793;886793;887305;887305;887547;887547;887811;887811;888332;888332;888636;888636;889056;889056;890256;890256;890667;890667;890804;890804;891290;891290;892279;892279;892913;892913;893957;893957;895169;894919;895169;895703;895703;896107;896107;896443;896443;897241;897241;898019;898019	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6738	1566	1071
g125	contig_12_pilon	900952	901182	+	231	0	0
g126	contig_12_pilon	901234	901746	+	513	0	0
g127	contig_12_pilon	901777	902067	-	291	0	0
g128	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	902156;903167;903723;904001;905394;905531	902391;903279;903934;905347;905466;905820	-;-;-;-;-;-	2271	0	0
g129	contig_12_pilon	907037	907651	-	615	0	0
g130	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	907709;908081;908400;909510;909928;910866;911104;911441;911893;912260;912599;913158;914671;914936;915374;915957	908023;908338;909451;909775;910087;911027;911151;911843;912215;912514;913032;913511;914890;915326;915904;917012	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6228	0	0
g131	contig_12_pilon;contig_12_pilon;contig_12_pilon	917031;917216;918527	917154;917644;918588	+;+;+	615	0	0
g132	contig_12_pilon;contig_12_pilon	918953;920601	919298;920809	-;-	555	0	0
g133	contig_12_pilon	922183	922494	-	312	0	0
g134	contig_12_pilon;contig_12_pilon;contig_12_pilon	922504;923593;924087	922798;923731;924279	-;-;-	627	0	0
g135	contig_12_pilon	924293	924559	-	267	0	0
g136	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	932347;932753;933304;933665;934090;934520;934988;936179;936372	932565;933073;933504;933961;934137;934813;935136;936319;936450	-;-;-;-;-;-;-;-;-	1749	242	117
g137	contig_12_pilon;contig_12_pilon;contig_12_pilon	934468;934836;934956	934756;934915;935216	+;+;+	630	49	21
g138	contig_12_pilon;contig_12_pilon;contig_12_pilon	936485;937586;938061	937458;937911;938257	+;+;+	1497	207	113
g139	contig_12_pilon	939723	940448	+	726	0	0
g140	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	949189;949563;949897;950230;950804	949257;949697;950094;950394;950872	-;-;-;-;-	636	20	29
g141	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	976417;976905;977859;978283;978547;978961;979162;979432;979709;979932;980183;980374;980685;981107;981400;981678;982141;982340;983092;983370;984893;985165	976823;977024;978084;978375;978821;979031;979291;979504;979801;980020;980223;980408;980831;981213;981447;981777;982233;982372;983211;984215;985032;985456	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3579	277	221
g142	contig_12_pilon	985493	985771	-	279	0	0
g143	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	1003332;1003608;1004006;1004224;1004519;1004835;1005542;1006108;1006648;1009353	1003451;1003710;1004073;1004369;1004714;1005297;1005704;1006603;1006893;1009544	-;-;-;-;-;-;-;-;-;-	2193	505	1172
g144	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	1024273;1024608;1024897;1025643;1025908;1026355	1024302;1024778;1025015;1025704;1025984;1026630	-;-;-;-;-;-	735	931	588
g145	contig_12_pilon;contig_12_pilon	1026643;1026776	1026724;1026966	-;-	273	4	13
g146	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	1027032;1028964;1029445;1029601;1030128;1030200;1030353;1030661	1027935;1029269;1029456;1029736;1030154;1030227;1030596;1030824	+;+;+;+;+;+;+;+	1821	538	1822
g147	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	1037099;1037458;1037481;1037777;1038373;1039138;1040779;1041503	1037368;1037722;1037717;1038012;1038999;1040491;1041223;1041920	-;-;-;-;-;-;-;-	3615	2	2
g148	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	1044749;1045185;1045445;1045718;1045932;1046240;1046663;1047040;1047315;1047757;1048560;1048655;1049062	1044979;1045245;1045524;1045786;1046065;1046399;1046737;1047179;1047450;1047877;1048608;1049014;1049098	-;-;-;-;-;-;-;-;-;-;-;-;-	1653	534	757
g149	contig_12_pilon;contig_12_pilon	1051873;1052219	1051913;1052702	+;+	525	12	4
g150	contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon;contig_12_pilon	1052762;1053295;1054078;1054375;1054973;1055285;1055468;1055702;1055967;1056366	1052883;1053669;1054131;1054618;1055064;1055348;1055584;1055776;1056064;1056399	+;+;+;+;+;+;+;+;+;+	1275	873	655
